line,text,State,ShanDiv
2,"Taxes, Gasoline, Petroleum Products - As introduced, removes statutory allocations to the general fund from certain fuel tax revenues; reallocates certain allocations. - Amends TCA ...",Tennessee,0
3,"Motor Vehicles, Titling and Registration - As introduced, requires that a bus that is used exclusively for the transportation of students be registered as a ...",Tennessee,0
4,"Taxes, Exemption and Credits - As introduced, exempts the sale of gold, silver, and platinum coins and bullion that are used as mediums of exchange ...",Tennessee,0
5,"Taxes, Exemption and Credits - As introduced, exempts the sale of all gold and silver bullion that is used as a medium of exchange, security, ...",Tennessee,0
6,"Military - As introduced, extends employment protections for members of the army and air national guard, state guard, and civil air patrol of any other ...",Tennessee,0
7,"Taxes, Exemption and Credits - As introduced, exempts the sale of all gold and silver bullion that is used as a medium of exchange, security, ...",Tennessee,0
8,"Taxes, Exemption and Credits - As introduced, exempts the sale of gold, silver, and platinum coins and bullion that are used as mediums of exchange ...",Tennessee,0
9,"Motor Vehicles, Titling and Registration - As introduced, requires that a bus that is used exclusively for the transportation of students be registered as a ...",Tennessee,0
10,"Sunset Laws - As introduced, terminates the Southern dairy compact, with no subsequent wind-down year. - Amends TCA Title 4, Chapter 29, Part 2 and ...",Tennessee,0
1,"Highways, Roads and Bridges - As introduced, contingent upon monthly surplus state tax revenues exceeding $5 million, allocates 25 percent of the surplus revenues to ...",Tennessee,0
2,"Taxes, Income - As introduced, decreases Hall income tax rate from six percent to 5.5 percent for tax years beginning on or after January 1, ...",Tennessee,0
3,"Highway Patrol - As introduced, requires the department of safety to pay from existing budgeted funds a monthly amount to a retired highway patrol officer ...",Tennessee,0
4,"Environmental Preservation - As introduced, creates the forum on Tennessee's great outdoors for the purpose of conducting a comprehensive review of the health and status ...",Tennessee,0
5,"Environmental Preservation - As introduced, creates the forum on Tennessee's great outdoors for the purpose of conducting a comprehensive review of the health and status ...",Tennessee,0
6,"Education - As introduced, creates the ""Governor's Three Star Physical Education and Literacy Program."" - Amends TCA Title 49, Chapter 1; Title 49, Chapter 2; ...",Tennessee,0
7,"Taxes, Severance - As introduced, reallocates all oil and gas severance tax revenue to the county in which the oil or gas well was located, ...",Tennessee,0
8,"Criminal Offenses - As introduced, creates the Class C felony of assault of a public servant, which is assaulting a person known to be a ...",Tennessee,0
9,"Vital Records - As introduced, prohibits the department of health from charging or collecting a fee for the production of a second or subsequent copy ...",Tennessee,0
10,"Tennessee Emergency Management Agency (TEMA) - As introduced, establishes that local emergency management agency personnel shall have all rights, benefits, privileges, and protections available pursuant ...",Tennessee,0
1,"Teachers, Principals and School Personnel - As introduced, creates preference for retaining tenured teachers over nontenured teachers during a reduction of force; prohibits the dismissal ...",Tennessee,0
2,"Vital Records - As introduced, prohibits the department of health from charging or collecting a fee for the production of a second or subsequent copy ...",Tennessee,0
3,"Highway Signs - As introduced, authorizes the department of transportation to publish a directory of signs denoting Tennessee-owned historic sites on the department's web site. ...",Tennessee,0
4,"Education - As introduced, creates the ""Governor's Three Star Physical Education and Literacy Program."" - Amends TCA Title 49, Chapter 1; Title 49, Chapter 2; ...",Tennessee,0
5,"Taxes, Severance - As introduced, reallocates all oil and gas severance tax revenue to the county in which the oil or gas well was located, ...",Tennessee,0
6,"Traffic Safety - As introduced, creates a Class C misdemeanor for operating a vehicle hauling timber, logs, or pulpwood on U.S. Highway 11/State Route 2 ...",Tennessee,0
7,"Tennessee Emergency Management Agency (TEMA) - As introduced, establishes that local emergency management agency personnel shall have all rights, benefits, privileges, and protections available pursuant ...",Tennessee,0
8,"Special License Plates - As introduced, adds the Global War on Terrorism and the Afghanistan War to the list of specialty license plates created for ...",Tennessee,0
9,"Education, Dept. of - As introduced, creates the Reading Matters pilot program. - Amends TCA Title 49, Chapter 6, Part 7.",Tennessee,0
10,"Special License Plates - As introduced, adds the Global War on Terrorism and the Afghanistan War to the list of specialty license plates created for ...",Tennessee,0
1,"Highway Signs - As introduced, authorizes the department of transportation to publish a directory of signs denoting Tennessee-owned historic sites on the department's web site. ...",Tennessee,0
2,"Criminal Procedure - As introduced, deletes the $350 fee for expunction of criminal records; exempts from the $100 clerks fee for expunction of records, those ...",Tennessee,0
3,"Teachers, Principals and School Personnel - As introduced, creates preference for retaining tenured teachers over nontenured teachers during a reduction of force; prohibits the dismissal ...",Tennessee,0
4,"Employees, Employers - As introduced, removes obsolete reference to the employee misclassification advisory task force. - Amends TCA Title 7; Title 50; Title 54; Title ...",Tennessee,0
5,"Taxes, Real Property - As introduced, grants a reimbursement of 100 percent of local property taxes paid by any veteran determined to be 100 percent ...",Tennessee,0
6,"Traffic Safety - As introduced, creates a Class C misdemeanor for operating a vehicle hauling timber, logs, or pulpwood on U.S. Highway 11/State Route 2 ...",Tennessee,0
7,"Criminal Offenses - As introduced, increases the penalty for vehicular homicide as a result of drag racing or conduct creating a substantial risk of death ...",Tennessee,0
8,"Firefighters - As introduced, creates a three-year pilot program to be developed by the state fire marshal's office that provides grants to volunteer firefighters. - ...",Tennessee,0
9,"Education, Higher - As introduced, requires the higher education funding formula to be based in part on first year postgraduation job placement rates; requires THEC ...",Tennessee,0
10,"Education, Dept. of - As introduced, creates the Reading Matters pilot program. - Amends TCA Title 49, Chapter 6, Part 7.",Tennessee,0
1,"Employees, Employers - As introduced, removes obsolete reference to the employee misclassification advisory task force. - Amends TCA Title 7; Title 50; Title 54; Title ...",Tennessee,0
2,"Education, Higher - As introduced, requires the higher education funding formula to be based in part on first year postgraduation job placement rates; requires THEC ...",Tennessee,0
3,"Criminal Procedure - As introduced, deletes the $350 fee for expunction of criminal records; exempts from the $100 clerks fee for expunction of records, those ...",Tennessee,0
4,"Education, Dept. of - As introduced, creates a competitive grant program for award of funds for certain charter school and rural school facility projects. - ...",Tennessee,0
5,"Firefighters - As introduced, creates a three-year pilot program to be developed by the state fire marshal's office that provides grants to volunteer firefighters. - ...",Tennessee,0
6,"Highway Patrol - As introduced, requires the department of safety to pay from existing budgeted funds a monthly amount to a retired highway patrol officer ...",Tennessee,0
7,"Education, Dept. of - As introduced, creates a competitive grant program for award of funds for certain charter school and rural school facility projects. - ...",Tennessee,0
8,"Criminal Offenses - As introduced, increases the penalty for vehicular homicide as a result of drag racing or conduct creating a substantial risk of death ...",Tennessee,0
9,"Millington - As introduced, subject to local approval, staggers terms of office for aldermen; moves the date of city elections for mayor and aldermen to ...",Tennessee,0
10,"Millington - As introduced, subject to local approval, staggers terms of office for aldermen; moves the date of city elections for mayor and aldermen to ...",Tennessee,0
1,"State Government - As introduced, designates the Holy Bible as the official state book. - Amends TCA Title 4, Chapter 1.",Tennessee,0
2,"State Government - As introduced, designates the Holy Bible as the official state book. - Amends TCA Title 4, Chapter 1.",Tennessee,0
3,"Public Records - As introduced, requires that certain public records be destroyed when certain orders of expunction are granted; defines the effect of an expunction ...",Tennessee,0
4,"Campaigns and Campaign Finance - As introduced, creates a Class 2 offense for a series LLC to contribute to political campaign committees. - Amends TCA ...",Tennessee,0
5,"Public Records - As introduced, requires that certain public records be destroyed when certain orders of expunction are granted; defines the effect of an expunction ...",Tennessee,0
6,"Alcoholic Beverages - As introduced, increases the time alcoholic beverages may be sold at certain theaters from one hour prior to, during, and one hour ...",Tennessee,0
7,"Alcoholic Beverages - As introduced, increases the time alcoholic beverages may be sold at certain theaters from one hour prior to, during, and one hour ...",Tennessee,0
8,"Campaigns and Campaign Finance - As introduced, creates a Class 2 offense for a series LLC to contribute to political campaign committees. - Amends TCA ...",Tennessee,0
9,"Taxes, Income - As introduced, phases out the Hall income tax over a three-year period; beginning January 1, 2016, reduces the tax rate by two ...",Tennessee,0
10,"School Vouchers - As introduced, enacts the ""Tennessee Choice and Opportunity Scholarship Act."" - Amends TCA Title 49, Chapter 1.",Tennessee,0
1,"School Vouchers - As introduced, enacts the ""Tennessee Choice and Opportunity Scholarship Act."" - Amends TCA Title 49, Chapter 1.",Tennessee,0
2,"Gas, Petroleum Products, Volatile Oils - As introduced, imposes a highway maintenance fee of 2.85 cents per mile driven by commercial motor vehicles in Tennessee; ...",Tennessee,0
3,"Gas, Petroleum Products, Volatile Oils - As introduced, imposes a highway maintenance fee of 2.85 cents per mile driven by commercial motor vehicles in Tennessee; ...",Tennessee,0
4,"Students - As introduced, exempts certain students from payment of out-of-state tuition at state institutions of higher education. - Amends TCA Title 4, Chapter 58; ...",Tennessee,0
5,"Education - As introduced, allows parents to petition, subject to certain conditions, for the restructuring of a school through the transformation or turnaround model or ...",Tennessee,0
6,"Education - As introduced, allows parents to petition, subject to certain conditions, for the restructuring of a school through the transformation or turnaround model or ...",Tennessee,0
7,"Taxes, Income - As introduced, phases out the Hall income tax over a three-year period; beginning January 1, 2016, reduces the tax rate by two ...",Tennessee,0
8,"Budget Procedures - As introduced, assigns the state employee staff responsible for the administration of the group insurance for state officials and employees to the ...",Tennessee,0
9,"Students - As introduced, exempts certain students from payment of out-of-state tuition at state institutions of higher education. - Amends TCA Title 4, Chapter 58; ...",Tennessee,0
10,"Bond Issues - As introduced, authorizes the state of Tennessee, acting by resolution of its funding board, to issue and sell its interest-bearing bonds and ...",Tennessee,0
1,"Bond Issues - As introduced, authorizes the state of Tennessee, acting by resolution of its funding board, to issue and sell its interest-bearing bonds and ...",Tennessee,0
2,"Budget Procedures - As introduced, assigns the state employee staff responsible for the administration of the group insurance for state officials and employees to the ...",Tennessee,0
3,"Public Funds and Financing - As introduced, requires the TCRS to divest direct holdings in companies that have substantial current operations in Iran, as determined ...",Tennessee,0
4,"Appropriations - As introduced, makes appropriations for the purpose of defraying the expenses of certain legislative enactments passed during the 2016 session of the 109th ...",Tennessee,0
5,"Bond Issues - As introduced, authorizes the state of Tennessee, acting by resolution of its funding board, to issue and sell its interest-bearing bonds and ...",Tennessee,0
6,"Appropriations - As introduced, requires the state funding board's records of state debt obligations to include the amounts of necessary expenses for making debt service ...",Tennessee,0
7,"Appropriations - As introduced, makes appropriations for the purpose of defraying the expenses of certain legislative enactments passed during the 2016 session of the 109th ...",Tennessee,0
8,"Bond Issues - As introduced, authorizes the state of Tennessee, acting by resolution of its funding board, to issue and sell its interest-bearing bonds and ...",Tennessee,0
9,"Appropriations - As introduced, requires the state funding board's records of state debt obligations to include the amounts of necessary expenses for making debt service ...",Tennessee,0
10,"Teachers, Principals and School Personnel - As introduced, prohibits school districts and state special schools from paying through payroll deduction their professional employees' dues to ...",Tennessee,0
1,"TennCare - As introduced, establishes medication therapy management as a component of the TennCare program. - Amends TCA Title 63, Chapter 10 and Title 71, ...",Tennessee,0
2,"Teachers, Principals and School Personnel - As introduced, prohibits school districts and state special schools from paying through payroll deduction their professional employees' dues to ...",Tennessee,0
3,"Public Funds and Financing - As introduced, requires the TCRS to divest direct holdings in companies that have substantial current operations in Iran, as determined ...",Tennessee,0
4,"Education - As introduced, creates a task force to study the effects of concussions on student athletes in high school and college. - Amends TCA ...",Tennessee,0
5,"Appropriations - As introduced, earmarks sufficient state funds for the purpose of funding any bill naming a highway or bridge in honor of a service ...",Tennessee,0
6,"Education - As introduced, requires THEC to perform a study on the effectiveness of dual enrollment grants in promoting college degree attainment. - Amends TCA ...",Tennessee,0
7,"Appropriations - As introduced, earmarks sufficient state funds for the purpose of funding any bill naming a highway or bridge in honor of a service ...",Tennessee,0
8,"Criminal Offenses - As introduced, prohibits a person who commits an assault at a sporting event from remaining on or entering the property during the ...",Tennessee,0
9,"Education - As introduced, creates a task force to study the effects of concussions on student athletes in high school and college. - Amends TCA ...",Tennessee,0
10,"Criminal Offenses - As introduced, prohibits a person who commits an assault at a sporting event from remaining on or entering the property during the ...",Tennessee,0
1,"TennCare - As introduced, establishes medication therapy management as a component of the TennCare program. - Amends TCA Title 63, Chapter 10 and Title 71, ...",Tennessee,0
2,"Criminal Offenses - As introduced, permits a metropolitan government or municipality to conduct an advisory referendum on whether possession of one ounce of marijuana or ...",Tennessee,0
3,"Education - As introduced, requires THEC to perform a study on the effectiveness of dual enrollment grants in promoting college degree attainment. - Amends TCA ...",Tennessee,0
4,"Criminal Offenses - As introduced, permits a metropolitan government or municipality to conduct an advisory referendum on whether possession of one ounce of marijuana or ...",Tennessee,0
5,"Autopsies - As introduced, rewrites Post-Mortem Examinations Act effective January 1, 2017; requires counties to appoint a medicolegal death investigator; terminates Tennessee medical examiner advisory ...",Tennessee,0
6,"Evidence - As introduced, allows for electronic testimony in criminal trials where the court finds that the defendant and witness can view and hear each ...",Tennessee,0
7,"Autopsies - As introduced, rewrites Post-Mortem Examinations Act effective January 1, 2017; requires counties to appoint a medicolegal death investigator; terminates Tennessee medical examiner advisory ...",Tennessee,0
8,"Evidence - As introduced, allows for electronic testimony in criminal trials where the court finds that the defendant and witness can view and hear each ...",Tennessee,0
9,"Domestic Violence - As introduced, requires, rather than permits, the use of global positioning monitoring as a condition of bail for any person charged with ...",Tennessee,0
10,"Firearms and Ammunition - As introduced, permits the use of certain defenses to unlawful possession or carrying of a weapon by a person with a ...",Tennessee,0
1,"Domestic Violence - As introduced, requires, rather than permits, the use of global positioning monitoring as a condition of bail for any person charged with ...",Tennessee,0
2,"Firearms and Ammunition - As introduced, permits the use of certain defenses to unlawful possession or carrying of a weapon by a person with a ...",Tennessee,0
3,"Food and Food Products - As introduced, exempts the slaughter of sheep and goats, and the on-farm sale of custom slaughtered and processed meat from ...",Tennessee,0
4,"Food and Food Products - As introduced, exempts the slaughter of sheep and goats, and the on-farm sale of custom slaughtered and processed meat from ...",Tennessee,0
5,"Correction, Dept. of - As introduced, defines contraband; clarifies that the bag and person of an inmate shall be searched for all contraband that may ...",Tennessee,0
6,"Correction, Dept. of - As introduced, defines contraband; clarifies that the bag and person of an inmate shall be searched for all contraband that may ...",Tennessee,0
7,"Taxes, Sales - As enacted, removes the tax exemption for certain machinery used for the manufacture of firearms. - Amends TCA Section 67-6-102.",Tennessee,0
8,"Taxes, Sales - As enacted, removes the tax exemption for certain machinery used for the manufacture of firearms. - Amends TCA Section 67-6-102.",Tennessee,0
9,"Local Education Agencies - As introduced, requires, beginning with the 2017-2018 school year, each LEA to offer students in each of its high schools the ...",Tennessee,0
10,"Local Education Agencies - As introduced, requires, beginning with the 2017-2018 school year, each LEA to offer students in each of its high schools the ...",Tennessee,0
1,"Education - As enacted, requires the department of education to develop a school grading system that assigns A, B, C, D, and F letter grades ...",Tennessee,0
2,"Education - As enacted, requires the department of education to develop a school grading system that assigns A, B, C, D, and F letter grades ...",Tennessee,0
3,"Consumer Protection - As introduced, decreases the filing fee for the registration of litigation financiers who are not business entities or partnerships in this state, ...",Tennessee,0
4,"Consumer Protection - As introduced, decreases the filing fee for the registration of litigation financiers who are not business entities or partnerships in this state, ...",Tennessee,0
5,"Criminal Offenses - As enacted, adds aggravated rape of a child and rape of a child as offenses for which aggravated sexual battery is a ...",Tennessee,0
6,"Criminal Offenses - As enacted, adds aggravated rape of a child and rape of a child as offenses for which aggravated sexual battery is a ...",Tennessee,0
7,"County Government - As enacted, allows removal of overgrown vegetation and accumulated debris on owner-occupied residential property in Putnam County. - Amends TCA Section 5-1-115.",Tennessee,0
8,"County Government - As enacted, allows removal of overgrown vegetation and accumulated debris on owner-occupied residential property in Putnam County. - Amends TCA Section 5-1-115.",Tennessee,0
9,"Privacy, Confidentiality - As enacted, permits the disclosure of a decedent's mental health records to an authorized post-mortem official if necessary for the preparation of ...",Tennessee,0
10,"Motor Vehicles - As enacted, reduces, from 60 days to 21 days, the maximum period of time in which a person engaged in towing and ...",Tennessee,0
1,"Motor Vehicles - As enacted, applies salvage, nonrepairable, rebuilt, and flood vehicle certificate of title requirements to motorcycles. - Amends TCA Section 55-3-211.",Tennessee,0
2,"Motor Vehicles - As enacted, reduces, from 60 days to 21 days, the maximum period of time in which a person engaged in towing and ...",Tennessee,0
3,"General Assembly - As enacted, requires that a copy of all reports filed with the general assembly, the speakers of the general assembly, a committee ...",Tennessee,0
4,"Safety - As enacted, expands the categories of missing citizens for whom a media alert is sent; changes name of program from ""missing citizen alert ...",Tennessee,0
5,"Beer - As enacted, requires, when a beer permit has been denied based on the testimony of a person at a hearing, that the person ...",Tennessee,0
6,"Election Laws - As enacted, eliminates the early voting period for a special general election if there is no opposition for any office in the ...",Tennessee,0
7,"DUI Offenses - As enacted, allows a court to order a person convicted of driving under the influence of drugs or alcohol to be subject ...",Tennessee,0
8,"Education - As enacted, revises the investigative and reporting responsibilities of the office of research and education accountability in the office of the comptroller and ...",Tennessee,0
9,"Election Laws - As enacted, eliminates the early voting period for a special general election if there is no opposition for any office in the ...",Tennessee,0
10,"Education, State Board of - As enacted, provides for an annual authorizer fee to be paid to the state board if the state board is ...",Tennessee,0
1,"Optometry - As enacted, confers immunity from civil liability for charitable organizations and free clinics, and optometrist, ophthalmologist, or dispensing optician providing services at the ...",Tennessee,0
2,"Consumer Protection - As enacted, redefines the time period within which a business must notify a consumer if the consumer's personal information that was held ...",Tennessee,0
3,"Education, Curriculum - As enacted, requires the state board of education, beginning with the 2016-2017 school year, to approve appropriate computer science courses such as ...",Tennessee,0
4,"Public Records - As enacted, requires a local government entity to make records of proposals and statements that are received by the local government in ...",Tennessee,0
5,"Taxes, Privilege - As introduced, decreases the tax on the privilege of engaging in the profession of real estate broker from $400 annually to $200 ...",Tennessee,0
6,"Sheriffs - As enacted, authorizes sheriffs and deputy sheriffs to retain service weapon upon retirement and completion of honorable service and approval by 2/3 vote ...",Tennessee,0
7,"Special License Plates - As enacted, requires all nonprofit organizations that receive funds from the sale of special license plates to submit an annual accounting ...",Tennessee,0
8,"Tennessee Higher Education Commission - As enacted, requires THEC to establish and ensure that all postsecondary institutions cooperatively provide for an integrated system of postsecondary ...",Tennessee,0
9,"Tennessee Higher Education Commission - As enacted, requires THEC to establish and ensure that all postsecondary institutions cooperatively provide for an integrated system of postsecondary ...",Tennessee,0
10,"Insurance, Health, Accident - As enacted, requires that any state mandated health benefit that takes effect on or after the effective date of this act ...",Tennessee,0
1,"Optometry - As enacted, confers immunity from civil liability for charitable organizations and free clinics, and optometrist, ophthalmologist, or dispensing optician providing services at the ...",Tennessee,0
2,"Safety - As enacted, expands the categories of missing citizens for whom a media alert is sent; changes name of program from ""missing citizen alert ...",Tennessee,0
3,"Special License Plates - As enacted, requires all nonprofit organizations that receive funds from the sale of special license plates to submit an annual accounting ...",Tennessee,0
4,"School Districts, Special - As introduced, pursuant to the request of the Paris special school district of Henry County, permits the district to issue bonds ...",Tennessee,0
5,"Sheriffs - As enacted, authorizes sheriffs and deputy sheriffs to retain service weapon upon retirement and completion of honorable service and approval by 2/3 vote ...",Tennessee,0
6,"Tort Liability and Reform - As enacted, clarifies that land ownership alone is not enough to qualify a landowner as a regular harborer of a ...",Tennessee,0
7,"Taxes, Real Property - As enacted, exempts owners of property that is disqualified as agricultural, forest, or open space land from liability for rollback taxes ...",Tennessee,0
8,"Foster Care - As enacted, creates the reasonable and prudent parent standard to be used by a caregiver when determining whether to allow a foster ...",Tennessee,0
9,"DUI Offenses - As enacted, allows a court to order a person convicted of driving under the influence of drugs or alcohol to be subject ...",Tennessee,0
10,"Education, Curriculum - As enacted, requires the state board of education, beginning with the 2016-2017 school year, to approve appropriate computer science courses such as ...",Tennessee,0
1,"Taxes, Real Property - As enacted, exempts owners of property that is disqualified as agricultural, forest, or open space land from liability for rollback taxes ...",Tennessee,0
2,"General Assembly - As enacted, requires that a copy of all reports filed with the general assembly, the speakers of the general assembly, a committee ...",Tennessee,0
3,"Privacy, Confidentiality - As enacted, permits the disclosure of a decedent's mental health records to an authorized post-mortem official if necessary for the preparation of ...",Tennessee,0
4,"Education - As enacted, revises the investigative and reporting responsibilities of the office of research and education accountability in the office of the comptroller and ...",Tennessee,0
5,"Bail, Bail Bonds - As enacted, authorizes a professional bondsman or agent of an insurance company to assess the same premium renewal fees for defendants ...",Tennessee,0
6,"Education, State Board of - As enacted, provides for an annual authorizer fee to be paid to the state board if the state board is ...",Tennessee,0
7,"Pharmacy, Pharmacists - As enacted, permits a pharmacist to dispense medication in a quantity that varies from the prescription under certain circumstances, so long as ...",Tennessee,0
8,"Alcoholic Beverages - As enacted, allows licensed wineries and farm wine producers to label and advertise wine made from apples as cider, apple cider, or ...",Tennessee,0
9,"Murfreesboro - As introduced, subject to local approval, reduces the number of readings required for adoption of ordinances by the city council, from three to ...",Tennessee,0
10,"Education, Higher - As enacted, permits THEC to designate private nonprofit institutions of higher education as Tennessee VETS campuses. - Amends TCA Title 49, Chapter ...",Tennessee,0
1,"Bail, Bail Bonds - As enacted, authorizes a professional bondsman or agent of an insurance company to assess the same premium renewal fees for defendants ...",Tennessee,0
2,"Taxes, Litigation - As enacted, authorizes a county legislative body to use revenue from certain county litigation taxes for substance abuse prevention purposes if approved ...",Tennessee,0
3,"Pharmacy, Pharmacists - As enacted, permits a pharmacist to dispense medication in a quantity that varies from the prescription under certain circumstances, so long as ...",Tennessee,0
4,"Alcoholic Beverages - As enacted, allows licensed wineries and farm wine producers to label and advertise wine made from apples as cider, apple cider, or ...",Tennessee,0
5,"School Districts, Special - As introduced, pursuant to the request of the Paris special school district of Henry County, permits the district to issue bonds ...",Tennessee,0
6,"Taxes, Privilege - As introduced, decreases the tax on the privilege of engaging in the profession of real estate broker from $400 annually to $200 ...",Tennessee,0
7,"Public Records - As enacted, specifies the form in which a request to redact or remove a military discharge record from the county register of ...",Tennessee,0
8,"Criminal Procedure - As enacted, authorizes general sessions and criminal court judges in Knox County to suspend court costs and litigation tax for indigent defendants; ...",Tennessee,0
9,"Consumer Protection - As enacted, redefines the time period within which a business must notify a consumer if the consumer's personal information that was held ...",Tennessee,0
10,"Utilities, Utility Districts - As introduced, requires a utility district, municipality, county, authority, or other public corporation providing sewer service to enter into a written ...",Tennessee,0
1,"Child Custody and Support - As enacted, revises provisions governing the transfer of cases involving child support or child custody. - Amends TCA Title 36, ...",Tennessee,0
2,"Murfreesboro - As introduced, subject to local approval, reduces the number of readings required for adoption of ordinances by the city council, from three to ...",Tennessee,0
3,"Education - As enacted, requires schools having automatic external defibrillators (AEDs) to have annual training in the use of AEDs and an annual CPR/AED drill ...",Tennessee,0
4,"Bail, Bail Bonds - As enacted, changes from January 15 and July 15 to January 31 and July 31 the dates by which every professional ...",Tennessee,0
5,"Welfare - As enacted, clarifies and adds to certain reporting and rulemaking functions of the commission on aging and disability. - Amends TCA Section 71-2-104 ...",Tennessee,0
6,"Bail, Bail Bonds - As enacted, changes from January 15 and July 15 to January 31 and July 31 the dates by which every professional ...",Tennessee,0
7,"Emergency Communications Districts - As enacted, requires removal of members for failure to attend at least 50 percent of all regularly scheduled board meetings, rather ...",Tennessee,0
8,"Courts - As enacted, requires all pleadings and records filed in a termination of parental rights case in chancery or circuit court to be placed ...",Tennessee,0
9,"Zoning - As enacted, increases number of members who may be elected to serve on boards of zoning appeals in certain counties and municipalities, as ...",Tennessee,0
10,"Firearms and Ammunition - As introduced, allows a law enforcement officer who is carrying a firearm on school grounds when not engaged in the actual ...",Tennessee,0
1,"Motor Vehicles - As enacted, applies salvage, nonrepairable, rebuilt, and flood vehicle certificate of title requirements to motorcycles. - Amends TCA Section 55-3-211.",Tennessee,0
2,"Business Organizations - As enacted, revises various provisions pertaining to dissolution of certain business entities. - Amends TCA Title 48.",Tennessee,0
3,"Insurance, Health, Accident - As enacted, requires that any state mandated health benefit that takes effect on or after the effective date of this act ...",Tennessee,0
4,"Welfare - As enacted, clarifies and adds to certain reporting and rulemaking functions of the commission on aging and disability. - Amends TCA Section 71-2-104 ...",Tennessee,0
5,"Students - As enacted, requires LEAs to provide students with certain periods of physical activity depending on grade level; deletes an obsolete reporting requirement; requires ...",Tennessee,0
6,"Education - As enacted, requires each local school board to adopt a policy on the inclusion of religion in curriculum and instructional materials; requires each ...",Tennessee,0
7,"Financial Responsibility Law - As enacted, beginning January 1, 2017, increases the minimum single policy limit, cash deposit, and bond amount required for proof of ...",Tennessee,0
8,"Employees, Employers - As enacted, requires the department of labor and workforce development to electronically submit a report to each member of the general assembly ...",Tennessee,0
9,"Alcoholic Beverages - As enacted, authorizes Pigeon Forge adopt an ordinance to prohibit the construction or operation of any licensed manufacturer within 1,000 feet of ...",Tennessee,0
10,"Financial Responsibility Law - As enacted, beginning January 1, 2017, increases the minimum single policy limit, cash deposit, and bond amount required for proof of ...",Tennessee,0
1,"Education - As enacted, requires schools having automatic external defibrillators (AEDs) to have annual training in the use of AEDs and an annual CPR/AED drill ...",Tennessee,0
2,"Zoning - As enacted, increases number of members who may be elected to serve on boards of zoning appeals in certain counties and municipalities, as ...",Tennessee,0
3,"Pigeon Forge - As enacted, creates seat designations for commissioners; allows voters to vote for one commissioner for each open, designated seat. - Amends TCA ...",Tennessee,0
4,"Child Custody and Support - As enacted, makes various technical, non-substantive revisions to the Uniform Interstate Family Support Act, including clarifying the effective date and ...",Tennessee,0
5,"Health Care - As enacted, establishes a stroke best practices and treatment guidelines task force under the department of health. - Amends TCA Title 4 ...",Tennessee,0
6,"Education, Higher - As enacted, permits THEC to designate private nonprofit institutions of higher education as Tennessee VETS campuses. - Amends TCA Title 49, Chapter ...",Tennessee,0
7,"Taxes, Litigation - As enacted, authorizes a county legislative body to use revenue from certain county litigation taxes for substance abuse prevention purposes if approved ...",Tennessee,0
8,"Pigeon Forge - As enacted, creates seat designations for commissioners; allows voters to vote for one commissioner for each open, designated seat. - Amends TCA ...",Tennessee,0
9,"Tort Liability and Reform - As enacted, clarifies that land ownership alone is not enough to qualify a landowner as a regular harborer of a ...",Tennessee,0
10,"Public Records - As enacted, requires a local government entity to make records of proposals and statements that are received by the local government in ...",Tennessee,0
1,"Students - As enacted, requires LEAs to provide students with certain periods of physical activity depending on grade level; deletes an obsolete reporting requirement; requires ...",Tennessee,0
2,"Alcoholic Beverages - As enacted, authorizes Pigeon Forge adopt an ordinance to prohibit the construction or operation of any licensed manufacturer within 1,000 feet of ...",Tennessee,0
3,"Child Custody and Support - As enacted, makes various technical, non-substantive revisions to the Uniform Interstate Family Support Act, including clarifying the effective date and ...",Tennessee,0
4,"Firearms and Ammunition - As introduced, allows a law enforcement officer who is carrying a firearm on school grounds when not engaged in the actual ...",Tennessee,0
5,"Utilities, Utility Districts - As introduced, requires the department of commerce and insurance to provide a copy of the American National Standard Electrical Safety Code ...",Tennessee,0
6,"Labor and Workforce Development, Dept. of - As enacted, requires the department of labor and workforce development, in consultation with the department of corrections, if ...",Tennessee,0
7,"Foster Care - As enacted, creates the reasonable and prudent parent standard to be used by a caregiver when determining whether to allow a foster ...",Tennessee,0
8,"Employees, Employers - As enacted, requires the department of labor and workforce development to electronically submit a report to each member of the general assembly ...",Tennessee,0
9,"Labor and Workforce Development, Dept. of - As enacted, requires the department of labor and workforce development, in consultation with the department of corrections, if ...",Tennessee,0
10,"Health Care - As enacted, establishes a stroke best practices and treatment guidelines task force under the department of health. - Amends TCA Title 4 ...",Tennessee,0
1,"Courts - As enacted, requires all pleadings and records filed in a termination of parental rights case in chancery or circuit court to be placed ...",Tennessee,0
2,"Child Custody and Support - As enacted, revises provisions governing the transfer of cases involving child support or child custody. - Amends TCA Title 36, ...",Tennessee,0
3,"Beer - As enacted, requires, when a beer permit has been denied based on the testimony of a person at a hearing, that the person ...",Tennessee,0
4,"Public Records - As enacted, specifies the form in which a request to redact or remove a military discharge record from the county register of ...",Tennessee,0
5,"Utilities, Utility Districts - As introduced, requires the department of commerce and insurance to provide a copy of the American National Standard Electrical Safety Code ...",Tennessee,0
6,"Utilities, Utility Districts - As introduced, requires a utility district, municipality, county, authority, or other public corporation providing sewer service to enter into a written ...",Tennessee,0
7,"Emergency Communications Districts - As enacted, requires removal of members for failure to attend at least 50 percent of all regularly scheduled board meetings, rather ...",Tennessee,0
8,"Business Organizations - As enacted, revises various provisions pertaining to dissolution of certain business entities. - Amends TCA Title 48.",Tennessee,0
